scene_id,n_templates,accuracy,matched,unmatched,total_accuracy,metrics_csv
ch-06,9,22.22222222222222,"boomerang, mug","paintbrush, comb, ruler, ball, straw, golfclub, needle",22.22222222222222,/content/drive/MyDrive/CV/eunna/results/ch-06/ch-06_detection_metrics.csv
